TURNO	Data e Hora	Responsável	Doca 19	Doca 20	Doca 21	Doca 22	Doca 23	Doca 24	Doca 25	Doca 26	Agendadas 	Recebidas	Back log 	Back Log	Recebidas 	Lançadas  	Pendetes de TU	NF Pendentes 	Qualidade solicitados 	Qualidade atendidos 	Wave em separação	Wave em Pesagem	Wave na Eclusa	Waves Separadas	Wavem em fila	Itens contados	Itens Recontados	Observações
TURNO 3	01/09/2025	Uilliam Oliveira	0	0	0	0	0	0	0	0	4	4	0	8	15	13		2	0	0	3084	3081	3082	3082	0	0	0	Atendimento a pesagem Atendimento a complementar  Guarda da devolução Guarda do piso Treinamento da nova assistente  Ajuste sistêmico de posições  
TURNO 1	02/09/2025	Marcior	0	0	0	0	0	0	0	0	6	2	4	2	11	8	5	3  Sendo 1 com chamado 	5	5	3084	3084	3082	3084 ,faltando as pendências 	3080	0	0	Atuamos em devolução  Solicitado carregamento de ibc Guarda do piso  Atuamos em pendências anteriores  Treinando da assistente e jovem aprendiz  Atuação em notas pendentes  Chamado aberto para impressora  
TURNO 2	02/09/2025	Daise Farias T_randstad	0	0	0	0	0	0	0	0	6	4	01 - Oxiteno (No Show) e 01 - Pizzatto (Prev. Cheg. Veiculo 03/09/25)	5	5	10	05 Nf´s com TU emitidas p/embalar.	02 - Sem a data de validade ao embalar.	14	14	3080 (Pendência)	3084	3080	3084 3080 	3093 3092 3094			Atendimento á Pesagem  Atendimento á Pendências Atendimento á Engenharia Carregamento e Liberação veiculo de IBC´s vazios Atuação em NF´s Pendentes (MP´s Oxiteno liberadas) Embalamento e Guarda de piso Atuação em Devolução Chamado para impressora continua em aberto
TURNO 1	03/09/2025	Naciane Dias	0	0	0	Oxiteno	0	0	0	0	5	3	1	0	6	3	0	3 Já com chamado aberto, sendo acompanhado.	0	0	3092 finalizando, mais 3095 iniciando.	3093	3093, 3094	3092	3085	4	2	Guarda de devolução. Guarda de piso. Atuação em notas fiscais pendentes. Técnico de TI verificou a impressora, identificou quebra, já solicitou a peça, chamado continua aberto. 5S realizado.
TURNO 2	03/09/2025	Daise Farias T_randstad	0	0	0	0	0	0	0	0	4	5	01 - TBP1A67 Pizzatto (Prev. Cheg. 03/09/25) Ag. Status Pizzatto	5	12	10	06 - Nf´s todas com TU lançadas / 01 - Lançar.	03 - Chamados em aberto.	6	6	3085 CREMES (80% Separada)		3080 CREMES (Parcial em Rua 02)	3092 CREMES (Pendência) 3095 HIDRO 3085 CREMES  	3096 HIDRO			Hoje iniciado o cronograma de inventários de posições, como acordado entre os técnicos dos três turnos, iniciado na rua 04; Atendimento ás Pendencias; Atendimento á Pesagem; Atendemos a solicitações da Fabricação; Embalamento e Guarda de piso; Carregamento de dois veículos de dedutíveis (16 paletes por carga); Guarda Devolução; Atendimento á Qualidade;
TURNO 3	03/09/2025	Uilliam Oliveira	0	0	0	TBP1A67 	0	0	0	0	4	5		5	12	14		1 faltando abrir 3 chamado aberto	0	0	0	3085	3085 - 3096 - 3096	3085 - 3096 	0	6	0	Atendimento a pesagem Atendimento a complementar Inventario de posições Guarda do piso Guarda da devolução Ajuste de posições Treinamento da nova assistente    
TURNO 1	04/09/2025	Naciane Dias	0	0	0	0	0	0	0	0	3	2 (1 adiantada de amanhã/Axon)	2	0	21	12	9	1 Descarregando em ME (nota fiscal 416925)	0	0	3087-Hidro	3085- 3096	3087-3098	3087-Hidro	899390715- Transferência	4	0	Atuação na devolução  Inventário  em 43 posições  Atuação  em campo transitório  Tratativas de divergências Eclusa X pesagem Porta Raiflex funcionando normal  Impressora aguardando peça de reposição.  
TURNO 2	04/09/2025	Daise Farias T_randstad	0	0	0	0	0	0	0	0	3	3	01 - Extra  (Placa AXZ8A05 / AXON)	9	5	11	2	01 - Chamado aberto	9	9	N/A		N/A	899390715 - Transferência SJP 3099 Complementar	3100 Complementar 3101 Complementar			Foram Inventariadas 140 posições; Baixados dedutíveis (09 Pallets - 60 itens); Separada Remessa 899390715 de transferência SJP (Ag. retirada da Expedição); Atuamos em Devolução; Atendimento á Engenharia (Pallets para teste); Atendimento á Pesagem; Guarda de dedutíveis expedição; Embalamento e Guarda de piso; Treinamento da Assistente;
TURNO 3	04/09/2025	Vanete Assuncao	0	0	0	Veículo com paletes de ME	0	0	0	0	3	3	1 (AXON prev chegada 05/09)	0	0	2	0	2 Para abrir Chamado 1- Chamado aberto	0	0	0	0	0	0	0	2	0	Guarda piso Separação dedutível Devolução Check de posições- 98 posições seguindo os passos abaixo:  ✔️ Comparar sistêmico x físico ✔️ Verificar o tipo de estocagem ✔️ Conferir a informação da embalagem do fornecedor x etiqueta do Boticário Resumo- Planejado 90 pos/ realizado 98pos/ Diverg 3 Percentual diverg. 3,06% Acuracidade 96,94% Contagem
TURNO 1	05/09/2025	Naciane Dias	0	0	0	Baú com cantoneira 	0	Max Sane 	0	0	2	2	0	3	14	0	0	14 Com TU criadas.	10	10	3103 Hidro 	0	3103 Hidro 	0	3104 Hidro	4	0	Inventário de 246 posições. Transferência da rua 4 e 5 para a rua 7 e 8. Tratativa de 169k de campo transitório. Carregamento de 18 pallet de dedutível. Impressora aguardando   
TURNO 2	05/09/2025	Edmars	0	0	0	0	RAB-5C13	0	0	0	3	1	2	8	29	13	0	24	8	8	0	3103	3088	3088	3104/ 3090 / 3111	0	0	Atendimento a ordens complementares; Inventario de 97 posições; 2 veículo atrasados, um encostando agora na doca.
TURNO 3	05/09/2025	Vanete Assuncao	0	0	0	0	0	0	0	0	3	2		8	29	26	0	Pendentes embalar- 3 Pendentes de entrada- 2 com chamado aberto	0	0	2990	3088	3090	HIDRO 3104 CREMES 3090- 95 posições	3111	5	2	Atendimento a pesagem Atendimento de pendências Devolução Movimentação de paletes para Eclusa Guarda piso Descarga 1 veículo Recebimento/Lançamento notas Check Posições- 98 posições 5 divergências encontradas e  tratadas Tratativa de Tarefas pendentes Ordens de tarefas criadas para campo GR-MP, a fim de evitar itens parado em GR-ZONE 
TURNO 1	06/09/2025	Marcior	0	0	0	Com paletes de cantoneiras 	0	0	0	0	3	2 (1 d-1)	2 não compareceu 	4	12	4	12 com as TU,s lançadas 	2 com chamado sendo acompanhado 	10	10	3111	3090	3090	3090+3111 em andamento 	3208 cremes 	0	0	Atuamos Atendimento a pesagem  Atendimento a fabricação  Movimentação de palete para exclua  Recebimento e guarda  Check d exposição em andamento 90 posições no momento  Tratamos tarefas pendentes e recursos presos  Recebemos uma carreta do dia anterior   
TURNO 2	06/09/2025	Daise Farias T_randstad	0	0	0	0	0	0	0	0	4	2	02 - MAXSANE (NO SHOW)	0	12	12	0	Nf´s para embalar 02 - Nf´s Chamado em aberto	5	5	3110	3111	3111 3108	3111 3108 3109 complementar	N/A			Estamos recebendo paletes de dedutíveis e ME, os dedutíveis de plástico vamos deixar 56 paletes na rua 07 p/carregar segunda-feira, os demais de dedutível vão ser armazenados no final da rua 08 no lado direito, da posição 08-172 pra frente. Lembrando que temos que colocar o tipo de material e anotar a posição.  Os de ME serão armazenados na rua 06, no início, para esses tem que fazer sistêmico.  Armazenamos materiais de EPI na rua 08  Movimentamos IBC da rua 08  Realizado Inventário nas posições   Embalamento de MP´s  Veiculo Doca 22 - Carregado com pallets de cantoneiras  02 Veículos - MAXSANE (NO SHOW)
TURNO 3	06/09/2025	Uilliam Oliveira	0	0	0	0	0	0	0	0	4	2	2	0	12	18		3 chamado aberto	0	0	0	3108	3110 - 3111 - 	3110	0	3	0	Atendimento a pesagem Guarda de piso Guarda de devolução Treinamento da nova assistente Guarda da qualidade Recebimento de dedutível(M.E) 20 PALETES Tratamento de campo transitório Tratamento de tarefas abertas Check de posições Rua 05 (44 posições) 2 divergências encontradas   
TURNO 1	08/09/2025	Naciane Dias	0	0	0	0	0	0	0	0	3	3	1 (carga 46640 de 19:00 adiantada 	2	12	10	1	 NF dando erro ao gerar TU (TU obrigatória)	2	2	3118 Cremes	0	0	3133	3	0	0	Guarda piso Inventário de 3 itens. Tratativa de 53 itens no campo transitório Impressora aguardando peça de reposição.
TURNO 2	08/09/2025	Daise Farias T_randstad	0	0	0	0	0	0	0	0	3	3			15	15	06 ( Descarregando Doca 21)	03 Nf´s pendentes Erro Sistêmico EWM Erro no Pedido de Compras Erro Qtde. fisíco 	9	9	312O CREMES (FINALIZADA)	3118 CREMES	3120 CREMES	3118 CREMES 3120 CREMES	3131 CREMES 3136 HIDRO			Recebemos 50 pallets de desmobilização da Expedição, todos armazenados na rua 06. 85 Posições inventariadas na rua 04. Embalamento e Guarda de piso. Guarda devolução.     
TURNO 3	08/09/2025	Vanete Assuncao	0	0	0	0	0	0	0	0	3	3	0	0	15	21	0	5 com chamado aberto	0	0	3131	3118	CREMES-3120/3131 HIDRO- 3132/3136	HIDRO- CREMES- 3131 69 posições separadas 55 posições pendentes	0	4	0	Atendimento a pesagem Atendimento complementar Recebimento/Lançamento NF Devolução Movimentação palete para Eclusa Guarda piso Tratativa tarefas Pendentes Tratativa Campo transitório Check de posições- 63 posições verificadas 3 divergências encontradas 
TURNO 1	09/09/2025	Naciane Dias	0	0	0	Material da expedição 	0	1 Coopercar 	0	0	1	1	3	1	18	4	6	17 NF pendentes mas todas com TU lançada.	2	2	3126	3131	3131	3126	0	0	0	Atuamos em devolução  Relevemos 30 pallets de ME rua 6 Atamos na passagem. Carregamento de 2 caminhões com 82 IBC. Carregamento de 56 pallets de dedutíveis.
TURNO 2	09/09/2025	Daise Farias T_randstad	0	0	0	0	0	0	0	0	2	1	01 - Placa OKD8407 Coopercarga (Aguardando chegada)	19	8	17	8  NF´s com TU´s lançadas p/Embalar + 03 NF´s p/lançar	03 NF´s com divergência (E-mail enviado e chamado em aberto)	10	10	3127 - CREMES	3126 - CREMES 		3126 - CREMES 3128 - COMPLEMENTAR 3139 - COMPLEMENTAR 3140 - HIDRO 3130 - COMPLEMENTAR 899549454 -TRANSFERÊNCIA 899570835 -TRANSFERÊNCIA 	3129 - CREMES 3141 			Atuação em Devolução (Devido a obra da eclusa o espaço está restrito, devendo manter a movimentação constante) 73 Paletes inventariados no rua 04 03 pallets de dedutível MP não inflamável Paletes de dedutíveis vindo da expedição alocados na rua 07 Embalamento e Guarda de Piso de MP´s recebidas Carregamento de 40 IBC´s vazios da BASF (Veiculo Placa NZE0E98 - NF´s: 97961(20 vols) e 97962(20 vols) Atuamos em pendências e atendimento a Pesagem A impressora continua no aguardo de conserto 
TURNO 3	09/09/2025	Vanete Assuncao	0	0	0	0	0	0	0	0	2	1	1 No show	19	0	8	0	3 com chamado aberto	0	0	3127	3120	3126	3127- 143 separadas 14 pendencias a separar	3129	0	0	Atendimento a pesagem Atendimento a pendência do grupo 3131 Guarda piso Lançamento de notas Movimentação de 60 paletes da rua 06 posição 06-136 à 06-170 liberar espaço para armazenar paletes de ME(Igaratiba) Devolução Movimentação paletes para eclusa Tratativa campo transitório Check de posições Treinamento nova Assistente 
TURNO 1	10/09/2025	Naciane Dias	0	0	0	Material de ME	Coopercarga sendo descarregada. (Carga 97465)	0	0	0	4	4	1	0	10	5	5	5 NF pendentes por inconsistência do sistema. 	0	0	3142 HIDRO	3143- COMPLEMENTAR 	3143 3142	0		6	0	Atendimento complementar Atendimento pendências Atuação em campo transitório. Atuação Tarefas pendentes. 1 caminhão com 28 pallets de dedutíveis. Treinamento da nova assistente. Treinamento da jovem aprendiz. Sistema SAP /EWM fora desde 13:00. Impressora continua aguardando atuação do TI, falei com eles e a peça já chegou. 
TURNO 2	10/09/2025	Daise Farias T_randstad	0	0	0	0	0	0	0	0	1	2		0	11	7	04 - Nf´s com TU´s emitidas (P/Embalar)	03 - NF´s abertos chamados (Sem Lotes)	8	8	3148 CREMES	3129 CREMES	3142 HIDRO	3129 CREMES 3142 HIDRO 3148 CREMES	3149 CREMES 3161 CREMES	8	0	Atuamos no inventário de 97 posições Movimentação de IBC´s na rua 08 Atuação em guarda Devolução Emlamento e Guarda de Piso Atendimento a Qualidade Atendimento Facilites 01 Remessa separada para SJP Atendimento á Pesagem Atuamos em pendências Tratamos campos transitórios Realizamos Contagem
TURNO 3	10/09/2025	Regina Moura	0	0	0	0	0	0	0	0	1	2	0	O	11	11	0	3-NFS COM CHAMADO ABERTO	0	0	3148-CREMES	3127	3129 3148	3148	3149-Cremes 3161-Cremes	1	0	-Atendimento a pesagem - Guarda piso - Lançamento de nota -Armazenamento de paletes(Igaratiba) -Treinamneto da nova assistente -Trativa de campo transitórios -Tratativa de tarefas -Devolução  -Tratamento de paletes na eclusa -Check de posições -Organizaçao do piso -Treinamento da nova Assistentente 
TURNO 1	11/09/2025	Naciane Dias	0	0	0	0	0	Carga 47479, PIZZATO MP	0	Em manutenção 	0	1	1	0	2	0	2	9	5	5	3148	3148- CREMES 	31	3148	3161- CREMES 3165- HIDRO 	0	0	Atuação em campo transitório.  Atuação tarefas pendentes.  1 Veiculo extra CF LOG TRANS.  1 veiculo extra  de insumos( material de escritório). 1 veículo com 23 pallets de dedutíveis e papel. Atendimento a complementares -3162, 3164. Treinamento a nova assistente. Impressora funcionando ok 
TURNO 2	11/09/2025	Daise Farias T_randstad	0	0	0	0	0	0	0	0	2	2	01 EXTRA - CF-LOG TRANS (OME-1J80/ FIRMENICH)		5	5	02 - NF´s de transferência p/embalar	03 - NF´s com chamados em aberto (Sem Lotes)	7	7	N/A		3149 CREMES	3149 CREMES 3165 HIDRO 3166 COMPLEMENTAR	3161 CREMES 3167 CREMES 3168 CREMES	7	0	Foram 05 pallets de dedutíveis Armazenamos pallets de EPI´s na rua 08, os mesmos sendo inventariados Doca 25 em manutenção Tratativa de Campo transitório Realização de Inventario nas posições Atendimento da Fabricação Atuamos na Devolução, embalamento e guarda de piso.
TURNO 3	11/09/2025	Vanete Assuncao	0	0	0	0	0	0	0	0	2	2	1 EXTRA	0	5	5	2 NFs Transferencia	3 com chamado aberto	0	0	3161	3148	3149/3161	3161/3170	Cremes 3167/3138 Hidro 3171	6	0	Atendimento a pesagem Atendimento Complementar Devolução Abastecimento Eclusa Guarda piso Tratativa Tarefas Tratativa campo transitório Separação dedutível Treinamento nova assistente Reunião TAD
TURNO 1	12/09/2025	Naciane Dias	0	0	0	0	0	0	0	Em manutenção 	2	1	1 Ativa carga/ 97642, não compareceu	1	7	0	0	8 Notas todas com TU gerada.	0	0	3167- CREMES	3171- HIDRO	3171- HIDRO	3167- CREMES	3168- CREMES	0	0	 Atendimento a pesagem.  Atendimento Complementar.  Devolução.  Guarda piso.  Tratativa Tarefas.  Tratativa campo transitório. Carregamento de 22 pallets de dedutível (10 IBC`s).  Treinamento nova assistente. Atuação em divergências derivada de check de provisões. Doca 26 em manutenção.
TURNO 2	12/09/2025	Edmars	0	0	0	0	0	0	0	0	0	1	O	8	1	11	0	3 NF com chamados abertos 	6	6	3168	3161	3167 / 3281	3167	3153 / 3154 / 3256	0	0	Atendimentos de ordens complementares; Atuação nos paletes de EPI; Atendimentos de materiais não produtivos ao time da pesagem.  
TURNO 3	12/09/2025	Vanete Assuncao	0	0	0	0	0	0	0	0	0	1	0	0	0	9	0	3 com chamado	0	0	3154	3167	3168/3153	3168- pendencia 3153	3156	6	0	Atendimento a pesagem Abastecimento Eclusa Devolução Tratativa campo transitório Materiais vencidos planilhado (área de divergências) Tratativa tarefas pendentes Verificação recursos Check de posições Guarda piso 
TURNO 1	13/09/2025	Marcior	0	0	0	0	0	0	0	0	1	1	0	0	1	0	1	5 com chamado aberto 	0	0	3154	3153	3153	3154 em andamento 	3156+3179	9	0	Devolução  Guarda do piso  Atendimento a pesagem  Abastecimento da eclusa  Tratativas de tarefas  
TURNO 2	13/09/2025	Edmars	0	0	0	0	0	0	0	0	1	1	0	1	0	1	0	3 NFs com chamados abertos 	4	4	3156 Cremes, faltando só rodar as pendências 	3153 Cremes	3154 Cremes 3179 Hidro  3256 Cremes 99% completa	3156 / 3154	3196 Cremes 3197 Cremes	0	0	Atendimentos de ordens complementares; Baixa de IBC para área externa; Organização da área;
TURNO 3	14/09/2025	Vanete Assuncao	0	0	0	0	0	0	0	0	1	1	0	30	0	30	0	6 com chamado aberto	0	0	0	3196	3197	3197/3111/3112-CREMES 3204- HIDRO 	0	6	1	Atendimento a pesagem Atendimento a pendência grupo 3156 Guarda piso Lançamento notas Tratativa campo transitório Check de posições Verificação Tarefas pendentes Verificação recurso Check posições ineficientes Abastecimento da Eclusa Treinamento Assistente Nova 
TURNO 1	15/09/2025	Marcior	0	0	0	0	0	0	0	0	2	2+ 1 Jung +1 talicia filme PVC 	0	0	12	0	12	7 com chamado  5 resolvidas 	10	10	3215	3202	3202	3215	0	3	3	Atuamos em notas fiscais pendentes  Atuamos em Devolução  Atuamos em tarefas pendentes  Atendemos pendências  Atendemos complementares  Recebemos cargas de áreas parceiras  Feito inventário das posições   
TURNO 2	15/09/2025	Naciane Dias	0	0	0	0	0	0	0	0	1	1	1	12	1	11	0	Todas as NF estão com TU lançadas. Nota 418404-1 sem o romaneio 	3	3	0	3207- Finalizada	3207 3215 3213 3206 	3207	3208- Para iniciar 3209- Para iniciar	0	0	- Atuamos em notas fiscais pendentes  - Atuamos em Devolução  - Atuamos em tarefas pendentes  - Atendemos pendências  - Atendemos a complementar - Recebemos cargas de áreas parceiras  - Feito inventário de 84 posições 
TURNO 3	15/09/2025	Vanete Assuncao	0	0	0	0	0	0	0	0	1	1	0	0	0	1	0	8 com chamado aberto	0	0	3209	3207	3208	3202	3217	6	0	Tratativa NF com pendencia laudo -Lançamento realizado Abastecimento Eclusa Devolução Guarda piso Tratativa campo transitório Tratativa tarefas Tratativa recursos 
TURNO 1	16/09/2025	Marcior	0	0	0	0	0	0	0	0	2	1	1	9 com chamado 	18	6	18	4 com Chamado sendo resolvido 	3	3	3217	3208	3209	3209 +3217 finalizando 	0	0	0	Guarda de devolução  Guarda do recebimento  Atendimento a complementares  Atendimento a pendências de waves  Tratamos tarefas pendentes  Tratamos recursos  Tratamos NF,s pendentes 
TURNO 2	16/09/2025	Naciane Dias	0	0	0	0	0	0	0	0	2	1	2	2	0	9	12- com TU lançada, falta embalar + 10 carga 98326- placa QEC2F01, pendente TU	Temos só as NFs (76311, 76312) aguardando chamado.	3	3	3219- CREMES	3217- HIDRO	3217- HIDRO	3219- CREMES	3220- HIDRO 3221- CREMES	0	0	Atendimento a pendências das Weves Tratamos tarefas pendentes  Tratamos recursos  Tratamos NF,s pendentes Tratamento de campo transitório Atendimento a Faciliteis Guarda da Devolução 
TURNO 3	16/09/2025	Vanete Assuncao	0	0	0	0	0	0	0	0	2	2	0	10	11	10	0	13- Para lançamento 3- Com chamado aberto	0	0	3221	3209	3219	3219- 20 posições 3221-86 posições separadas 47 pendentes	3220 HIDRO	0	0	Atendimento a Pesagem Abastecimento Eclusa Atendimento a pendencias do grupo 3209 Lançamento de notas Guarda piso Devolução Criação TU HCs- 3
TURNO 1	17/09/2025	Bruno Raimundo	0	0	0	0	0	AXON - PLACA: SXB-2J41 (CARGA AVARIADA) 	0	0	1	2	1	18	7	13	7	4 - CHAMADO EM ANDAMENTO	8	8	3223	3220	3221	3220 - 3221	-	0	0	TRATATIVA DE CAMPO TRANSITÓRIO  ACOMPANHAMENTO DE DESCARGA - CARGA AVARIADA SINISTRO AXON
TURNO 2	17/09/2025	Naciane Dias	0	0	0	0	0	0	0	0	1	2	0	1	5	1		4 NF com pendencia para abertura de chamado ( lote e data de validade ausente)	3	3	3228- CREMES	3223-HIDRO	COMPLEMENTARE: 3210 3231 3224	3228- CREMES	3229- CREMES 3227- CREMES 3230- HIDRO	0	0	Atendimento a Pesagem Abastecimento Eclusa Atuação em campo transitório Lançamento de notas Inventário rua 4 Guarda piso Devolução Criação TU Criou TU e embalou o material da carga com avaria (Qualidade esta analisando material).
TURNO 3	17/09/2025	Regina Moura	0	0	0	0	0	0	0	0	2	3 ( uma extra)	0	1	0	0	0	04 chamado aberto 03 para abrir chamado	0	0	3229-cremes	3228-cremes	3229	3229-Cremes 3228-cremes	3227-cremes  3230-hidro	0	0	- Atendimento a Pesagem - Abastecimento Eclusa -Devoluçao -Criação TU -Guarda de piso -Check de posicões -Treinamento da nova assistente.  
TURNO 1	18/09/2025	Marcior	0	0	0	0	0	0	0	0	1	2	0	0	1	6	2	5  3 com chamado aberto  2 sem 	3	3	3230  Faltando 1 posição no inflamável 	3228	3229	3229 3230	3227	2	1	Recebimento de NFS pendentes  1 veículo extra  Guardamos devolução  Atuamos em tarefas pendentes  Atuamos no campo transitório  Atendimento a pesagem  
TURNO 2	18/09/2025	Naciane Dias	0	0	0	0	0	0	0	0	1	1	0	3	3	5	1(419.067)	NF todas com TU criadas 	8	8	3227- CREMES	3230- HIDRO	3227- CREMES 3230- HIDRO	3227-CREMES	3241-CREMES 3242-CREMES 3243-CREMES	1	1	Atuamos em Inventário Guardamos devolução  Atuamos em tarefas pendentes  Atuamos no campo transitório  Atendimento a pesagem Atuamos em atualização de Dedutível  Atendimento a Faciliteis Reunião do TAD Baixamos Dedutível Atendimento ao time da pesagem. Iniciamos a guardo do material da carga com avaria. 
TURNO 3	18/09/2025	Regina Moura	0	0	0	0	0	0	0	0	1	1	0	1	1	1	0	2 NOTAS COM CHAMADO ABERTO.	0	0	3241-CREMES	3227-CREMES	3227-CREMES 3241-CREMES	3227-CREMES 3241-CREMES (156 POSICÕES SEPARADAS E 20 PENDENCIAS GERADAS)	3242-CREMES 3243-CREMES 3244-HIDRO	0	0	- Atendimento a Pesagem -Atendimento a pendencias do grupo 3227 - Abastecimento Eclusa - Lançamento de notas - Atuou em complementar - Guarda piso - Devolução - Criação TU -Check de posicões -Parada para DDC 20 MIN.
TURNO 1	19/09/2025	Marcior	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	3	0	0	3242	3244	3244	3241	3243	0	0	Guarda de devolução  Atuamos em NF pendentes  Atuamos em tarefas pendentes Reuniao de campo transitório ,após atuamos em conjunto com pesagem  Feito inventário de posições  Atuamos em.pendencias de wave anteriores  
TURNO 2	19/09/2025	Naciane Dias	0	0	0	0	0	0	0	0	1	1	0	1	10	8	0	NF: 021382 com divergência no lote e validade, já enviado e-mail e aguardando retorno. NF: 254545 pendente laudo, já solicitado por e-mail e aguardando retorno.  NF: 76312 com divergência sistêmica, e-mail já enviado aguardando retorno.  	3	3	3243-CREMES com 90% concluído.	3242-CREMES	3243-CREMES	3242-CREMES	3249- CREMES 3250- HIDRO	0	0	- Atuamos em Inventário na rua três 03-002 até 03-024, 03-001 até 03-027, executando do nível 2 até o 7 (totalizando 156 posições). - Guardamos devolução. - Atuamos em tarefas pendentes.  - Atuamos no campo transitório . - Atendimento a complementares. - Atendimento a almoxarifado. - Atendimento ao time da pesagem. - DDC + informativo do Acidente.
TURNO 3	19/09/2025	Regina Moura	0	0	0	0	0	0	0	0	1	1	0	8	8	8	0	- NF: 021382 com divergência no lote e validade, já enviado e-mail e aguardando retorno. - NF: 254545 pendente laudo, já solicitado por e-mail e aguardando retorno.  - NF: 76312 com divergência sistêmica, e-mail já enviado aguardando retorno. 	0	0	3250-HIDRO	3243-CREMES	3249-CREMES	3243-CREMES (RODOU PENDENCIAS) 3249-CREMES (CONCLUIDO)	O	0	0	- - Atendimento a Pesagem - -Atendimento a pendencias do grupo 3243 - - Abastecimento Eclusa - - Lançamento de notas - - Atuou em complementar - - Guarda piso - Devolução -Organização da Rua 30 -Movimentação dos IBCS -Movimentaçao do dedutivel.
TURNO 1	20/09/2025	Bruno Raimundo	0	0	0	0	HJF7221 - COOPERCARGA	0	0	0	1	1	0	3	6	0	6	3 COM CHAMADOS, PENDENTES DE LAUDO	4	4	3252- PENDENTE - HIDRO	3249 - CREME	3250 / 3252 - HIDRO	3250 / 3252 - HIDRO	3254 / 3255 - CREMES	2	1	ORGANIZAÇÃO FISICA DA ÁREA CHECK DE POSIÇÕES (70 INVENTARIAS - 02-090-01 Á 02-100-07) - PARCIAL ORGANIZAÇÃO DE POSIÇÃO PARA VENCIDOS DENTRO DO CONTROLADO - CONFORME ORIENTAÇÃO DA RDC 48 
TURNO 2	20/09/2025	Naciane Dias	0	0	0	0	0	0	0	0	0	1-Finalizando o descarregamento ( placa Baú  HJF7221)	0	3	8	7	1	- NF: 021382 com divergência no lote e validade, já enviado e-mail e aguardando retorno. - NF: 254545 pendente laudo, já solicitado por e-mail e aguardando retorno.  - NF: 76312 com divergência sistêmica, e-mail já enviado aguardando retorno. - NF: 352465 sem conseguir gerar TU, (erro apresentado: Não é possível inserir unidades de frete selecionadas). 	10	10	3254	3248 3252	3248 3252	3254	3255	0	0	- - Atuamos em Inventário na rua três, 03-002 até 03-024, executando do nível 2 até o 7 (totalizando 50 posições parciais). - - Guardamos devolução. - - Atuamos em tarefas pendentes.   - - Atuamos no campo transitório . - - Atendimento a complementares. - - Atendimento ao time da pesagem
TURNO 3	20/09/2025	Regina Moura	0	0	0	0	0	0	0	0	1	1	0	0	1	1	1	3 COM CHAMADO ABERTO  1 NF COM ERRO DE UNIDADE DE FRENTE NA GERAÇAO DA TU OBRIGATÓRIA.	0	0	0	3255-CREMES	3255	3255-CREMES	0	0	0	- Atendimento a Pesagem - Atendimento a separação - Abastecimento Eclusa - Organizaçao da área - Lançamento de nota - Guarda piso - Devolução  
TURNO 3	21/09/2025	Regina Moura	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1 chamado aberto nf:352465	4 NF,S COM CHAMADO ABERTO	0	0	0	3265	0	0	O	O	O	-  Atendimento a Pesagem(Complementar) -  Abastecimento Eclusa -  Organizaçao da área -  Devolução - Check de posicoes(140 posicoes).
TURNO 1	22/09/2025	Marcior	0	0	0	0	Carreta dedutível para ser carregada 	0	0	0	2	2	0	0	14	12	0	7 com chamados 	5	5	0	3260	3270	3269+3270	0	0	0	Atendimento a pesagem  Uma carreta de dedutível com 26 paletes carregada Atuamos em devolução  Atuamos nas tratativas de tarefas pendentes  Atuamos no campo transitório . Atuamos no inventários de posições  Treinamento da jovem aprendiz 
TURNO 2	22/09/2025	Naciane Dias	0	0	0	0	0	0	0	0	1	1	0	0	2	2	0	8 NF com chamados abertos, aguardando retorno.	6	6	0	3271- CREMES	3271- CREMES	3271- CREMES	0	0	0	Uma carreta de dedutível de plástico com 28 pellets. Atuamos em devolução. Atuamos no inventários de 26 posições. Organização da rua 8 por categorias: Papel, plástico, PA não inflamável, Inflamável, diversos. Somando 90 posições. Devolução. Atendimento a Pesagem(Complementar). Armazenagem de pallet da engenharia. 
TURNO 3	22/09/2025	Regina Moura	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8 NF com chamados abertos, aguardando retorno.	0	0	0	0	0	0	0	0	0	- Atuamos em devolução. - Check de posicoes (42 posições) - Armazenamneto e identificação paletes de pote na (Rua 8) - Atendimento a Pesagem (Ajuste) - Armazenagem de pallet da engenharia (Rua 8)
TURNO 1	23/09/2025	Marcior	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	7 nf com chamado aberto 	5	5	0	3272	3272	3272	0	0	0	- - Atuamos em devolução. - - Check de posicoes  - - Atendimento a Pesagem (Ajuste) - -tratamos nf,s pendentes  tratamos campo transitório tratamos tarefas pendentes . 5s da área feito 
TURNO 2	23/09/2025	Naciane Dias	0	0	0	0	0	0	0	0	1	2	0	0	5	5	0	6 NF com chamados abertos, aguardando retorno.	5	5	0	0	0	0	0	0	0	Atuamos em devolução. Separado 5 pallets de Dedutível de MP Atuamos no inventários de 143 posições. Atendimento a Pesagem(Complementar). Atuação em campo transitório Tratativa de notas pendentes. Recebimento da nota de Talícia (geladeira se encontra em nosso piso para ser movimentada pelo time de Faciliteis, já com chamado aberto). 
